睡不好,半暝還在嗨,早上哈啾,癢癢,胃生氣,厭世生理期,結果
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,長期過敏,無,不會痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,長期過敏,無,無生理期,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,短期過敏,胃脹氣,重度疼痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’,’積雪草 0.25g’,’鴨舌黃or益母草 0.5g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,短期過敏,胃脹氣,輕度疼痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’,’積雪草 0.25g’,’鴨舌黃or益母草 0.25g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,短期過敏,胃脹氣,不會痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’,’積雪草 0.25g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,短期過敏,胃脹氣,無生理期,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’,’積雪草 0.25g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,短期過敏,反胃,重度疼痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’,’積雪草 0.25g’,’鴨舌黃or益母草 0.5g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,短期過敏,反胃,輕度疼痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’,’積雪草 0.25g’,’鴨舌黃or益母草 0.25g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,短期過敏,反胃,不會痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’,’積雪草 0.25g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,短期過敏,反胃,無生理期,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’,’積雪草 0.25g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,短期過敏,胃食道逆流,重度疼痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’,’積雪草 0.25g’,’鴨舌黃or益母草 0.5g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,短期過敏,胃食道逆流,輕度疼痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’,’積雪草 0.25g’,’鴨舌黃or益母草 0.25g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,短期過敏,胃食道逆流,不會痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’,’積雪草 0.25g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,短期過敏,胃食道逆流,無生理期,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’,’積雪草 0.25g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,短期過敏,無,重度疼痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’,’鴨舌黃or益母草 0.5g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,短期過敏,無,輕度疼痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’,’鴨舌黃or益母草 0.25g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,短期過敏,無,不會痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,短期過敏,無,無生理期,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,有就醫拿藥,胃脹氣,重度疼痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.5g’,’積雪草 0.25g’,’鴨舌黃or益母草 0.5g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,有就醫拿藥,胃脹氣,輕度疼痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.5g’,’積雪草 0.25g’,’鴨舌黃or益母草 0.25g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,有就醫拿藥,胃脹氣,不會痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.5g’,’積雪草 0.25g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,有就醫拿藥,胃脹氣,無生理期,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.5g’,’積雪草 0.25g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,有就醫拿藥,反胃,重度疼痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.5g’,’積雪草 0.25g’,’鴨舌黃or益母草 0.5g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,有就醫拿藥,反胃,輕度疼痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.5g’,’積雪草 0.25g’,’鴨舌黃or益母草 0.25g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,有就醫拿藥,反胃,不會痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.5g’,’積雪草 0.25g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,有就醫拿藥,反胃,無生理期,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.5g’,’積雪草 0.25g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,有就醫拿藥,胃食道逆流,重度疼痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.5g’,’積雪草 0.25g’,’鴨舌黃or益母草 0.5g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,有就醫拿藥,胃食道逆流,輕度疼痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.5g’,’積雪草 0.25g’,’鴨舌黃or益母草 0.25g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,有就醫拿藥,胃食道逆流,不會痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.5g’,’積雪草 0.25g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,有就醫拿藥,胃食道逆流,無生理期,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.5g’,’積雪草 0.25g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,有就醫拿藥,無,重度疼痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.5g’,’鴨舌黃or益母草 0.5g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,有就醫拿藥,無,輕度疼痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.5g’,’鴨舌黃or益母草 0.25g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,有就醫拿藥,無,不會痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.5g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,有就醫拿藥,無,無生理期,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.5g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,無過敏,胃脹氣,重度疼痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’積雪草 0.25g’,’鴨舌黃or益母草 0.5g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,無過敏,胃脹氣,輕度疼痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’積雪草 0.25g’,’鴨舌黃or益母草 0.25g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,無過敏,胃脹氣,不會痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’積雪草 0.25g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,無過敏,胃脹氣,無生理期,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’積雪草 0.25g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,無過敏,反胃,重度疼痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’積雪草 0.25g’,’鴨舌黃or益母草 0.5g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,無過敏,反胃,輕度疼痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’積雪草 0.25g’,’鴨舌黃or益母草 0.25g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,無過敏,反胃,不會痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’積雪草 0.25g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,無過敏,反胃,無生理期,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’積雪草 0.25g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,無過敏,胃食道逆流,重度疼痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’積雪草 0.25g’,’鴨舌黃or益母草 0.5g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,無過敏,胃食道逆流,輕度疼痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’積雪草 0.25g’,’鴨舌黃or益母草 0.25g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,無過敏,胃食道逆流,不會痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’積雪草 0.25g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,無過敏,胃食道逆流,無生理期,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’積雪草 0.25g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,無過敏,無,重度疼痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’鴨舌黃or益母草 0.5g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,無過敏,無,輕度疼痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’鴨舌黃or益母草 0.25g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,無過敏,無,不會痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’]"
容易緊張,22-24點入睡,偶發，伴有呼吸胸悶,無過敏,無,無生理期,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’]"
容易緊張,22-24點入睡,長期，無呼吸胸悶,長期過敏,胃脹氣,重度疼痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’,’積雪草 0.25g’,’鴨舌黃or益母草 0.5g’]"
容易緊張,22-24點入睡,長期，無呼吸胸悶,長期過敏,胃脹氣,輕度疼痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’,’積雪草 0.25g’,’鴨舌黃or益母草 0.25g’]"
容易緊張,22-24點入睡,長期，無呼吸胸悶,長期過敏,胃脹氣,不會痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’,’積雪草 0.25g’]"
容易緊張,22-24點入睡,長期，無呼吸胸悶,長期過敏,胃脹氣,無生理期,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’,’積雪草 0.25g’]"
容易緊張,22-24點入睡,長期，無呼吸胸悶,長期過敏,反胃,重度疼痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’,’積雪草 0.25g’,’鴨舌黃or益母草 0.5g’]"
容易緊張,22-24點入睡,長期，無呼吸胸悶,長期過敏,反胃,輕度疼痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’,’積雪草 0.25g’,’鴨舌黃or益母草 0.25g’]"
容易緊張,22-24點入睡,長期，無呼吸胸悶,長期過敏,反胃,不會痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’,’積雪草 0.25g’]"
容易緊張,22-24點入睡,長期，無呼吸胸悶,長期過敏,反胃,無生理期,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’,’積雪草 0.25g’]"
容易緊張,22-24點入睡,長期，無呼吸胸悶,長期過敏,胃食道逆流,重度疼痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’,’積雪草 0.25g’,’鴨舌黃or益母草 0.5g’]"
容易緊張,22-24點入睡,長期，無呼吸胸悶,長期過敏,胃食道逆流,輕度疼痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’,’積雪草 0.25g’,’鴨舌黃or益母草 0.25g’]"
容易緊張,22-24點入睡,長期，無呼吸胸悶,長期過敏,胃食道逆流,不會痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’,’積雪草 0.25g’]"
容易緊張,22-24點入睡,長期，無呼吸胸悶,長期過敏,胃食道逆流,無生理期,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’,’積雪草 0.25g’]"
容易緊張,22-24點入睡,長期，無呼吸胸悶,長期過敏,無,重度疼痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’,’鴨舌黃or益母草 0.5g’]"
容易緊張,22-24點入睡,長期，無呼吸胸悶,長期過敏,無,輕度疼痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’,’鴨舌黃or益母草 0.25g’]"
容易緊張,22-24點入睡,長期，無呼吸胸悶,長期過敏,無,不會痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’]"
容易緊張,22-24點入睡,長期，無呼吸胸悶,長期過敏,無,無生理期,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’]"
容易緊張,22-24點入睡,長期，無呼吸胸悶,短期過敏,胃脹氣,重度疼痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’,’積雪草 0.25g’,’鴨舌黃or益母草 0.5g’]"
容易緊張,22-24點入睡,長期，無呼吸胸悶,短期過敏,胃脹氣,輕度疼痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’,’積雪草 0.25g’,’鴨舌黃or益母草 0.25g’]"
容易緊張,22-24點入睡,長期，無呼吸胸悶,短期過敏,胃脹氣,不會痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’,’積雪草 0.25g’]"
容易緊張,22-24點入睡,長期，無呼吸胸悶,短期過敏,胃脹氣,無生理期,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’,’積雪草 0.25g’]"
容易緊張,22-24點入睡,長期，無呼吸胸悶,短期過敏,反胃,重度疼痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’,’積雪草 0.25g’,’鴨舌黃or益母草 0.5g’]"
容易緊張,22-24點入睡,長期，無呼吸胸悶,短期過敏,反胃,輕度疼痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’,’積雪草 0.25g’,’鴨舌黃or益母草 0.25g’]"
容易緊張,22-24點入睡,長期，無呼吸胸悶,短期過敏,反胃,不會痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’,’積雪草 0.25g’]"
容易緊張,22-24點入睡,長期，無呼吸胸悶,短期過敏,反胃,無生理期,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’,’積雪草 0.25g’]"
容易緊張,22-24點入睡,長期，無呼吸胸悶,短期過敏,胃食道逆流,重度疼痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’,’積雪草 0.25g’,’鴨舌黃or益母草 0.5g’]"
容易緊張,22-24點入睡,長期，無呼吸胸悶,短期過敏,胃食道逆流,輕度疼痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’,’積雪草 0.25g’,’鴨舌黃or益母草 0.25g’]"
容易緊張,22-24點入睡,長期，無呼吸胸悶,短期過敏,胃食道逆流,不會痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’,’積雪草 0.25g’]"
容易緊張,22-24點入睡,長期，無呼吸胸悶,短期過敏,胃食道逆流,無生理期,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’,’積雪草 0.25g’]"
容易緊張,22-24點入睡,長期，無呼吸胸悶,短期過敏,無,重度疼痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’,’鴨舌黃or益母草 0.5g’]"
容易緊張,22-24點入睡,長期，無呼吸胸悶,短期過敏,無,輕度疼痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’,’鴨舌黃or益母草 0.25g’]"
容易緊張,22-24點入睡,長期，無呼吸胸悶,短期過敏,無,不會痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’]"
容易緊張,22-24點入睡,長期，無呼吸胸悶,短期過敏,無,無生理期,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.25g’]"
容易緊張,22-24點入睡,長期，無呼吸胸悶,有就醫拿藥,胃脹氣,重度疼痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.5g’,’積雪草 0.25g’,’鴨舌黃or益母草 0.5g’]"
容易緊張,22-24點入睡,長期，無呼吸胸悶,有就醫拿藥,胃脹氣,輕度疼痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.5g’,’積雪草 0.25g’,’鴨舌黃or益母草 0.25g’]"
容易緊張,22-24點入睡,長期，無呼吸胸悶,有就醫拿藥,胃脹氣,不會痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.5g’,’積雪草 0.25g’]"
容易緊張,22-24點入睡,長期，無呼吸胸悶,有就醫拿藥,胃脹氣,無生理期,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.5g’,’積雪草 0.25g’]"
容易緊張,22-24點入睡,長期，無呼吸胸悶,有就醫拿藥,反胃,重度疼痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.5g’,’積雪草 0.25g’,’鴨舌黃or益母草 0.5g’]"
容易緊張,22-24點入睡,長期，無呼吸胸悶,有就醫拿藥,反胃,輕度疼痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.5g’,’積雪草 0.25g’,’鴨舌黃or益母草 0.25g’]"
容易緊張,22-24點入睡,長期，無呼吸胸悶,有就醫拿藥,反胃,不會痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.5g’,’積雪草 0.25g’]"
容易緊張,22-24點入睡,長期，無呼吸胸悶,有就醫拿藥,反胃,無生理期,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.5g’,’積雪草 0.25g’]"
容易緊張,22-24點入睡,長期，無呼吸胸悶,有就醫拿藥,胃食道逆流,重度疼痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.5g’,’積雪草 0.25g’,’鴨舌黃or益母草 0.5g’]"
容易緊張,22-24點入睡,長期，無呼吸胸悶,有就醫拿藥,胃食道逆流,輕度疼痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.5g’,’積雪草 0.25g’,’鴨舌黃or益母草 0.25g’]"
容易緊張,22-24點入睡,長期，無呼吸胸悶,有就醫拿藥,胃食道逆流,不會痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.5g’,’積雪草 0.25g’]"
容易緊張,22-24點入睡,長期，無呼吸胸悶,有就醫拿藥,胃食道逆流,無生理期,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.5g’,’積雪草 0.25g’]"
容易緊張,22-24點入睡,長期，無呼吸胸悶,有就醫拿藥,無,重度疼痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.5g’,’鴨舌黃or益母草 0.5g’]"
容易緊張,22-24點入睡,長期，無呼吸胸悶,有就醫拿藥,無,輕度疼痛,"[‘魚腥草 0.1g’,’白鶴靈芝or蒲公英 0.1g’,’金銀花 0.25g’,’忍冬 0.5g’,’鴨舌黃or益母草 0.25g’]"
